province_index,province_id,red,green,blue,local_name,common_name,old_imperial_name,religious_name,enemy_name,region_id,controller,terrain,biome,terrain_feature,primary_resource,road_level,port_level,fort_level,mana_site_level,strategic_value,center_x,center_y,pixel_area,is_seed_frontier
186,PROV_CAIRN_MARCH_024,219,121,216,Red Gate,Red Gate,Outer Record 024,Cairn March Shrine 024,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,84,1077.09,215.63,3463,no
187,PROV_CAIRN_MARCH_025,161,200,69,Chain Bog,Chain Bog,Outer Record 025,Cairn March Shrine 025,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,80,1127.19,207.76,3536,no
188,PROV_CAIRN_MARCH_026,104,22,178,Hearth Cairn,Hearth Cairn,Outer Record 026,Cairn March Shrine 026,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,1192.57,206.0,3701,no
189,PROV_CAIRN_MARCH_027,46,101,31,Frost Hearth,Frost Hearth,Outer Record 027,Cairn March Shrine 027,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,83,1266.65,211.39,3831,no
190,PROV_CAIRN_MARCH_028,244,179,140,Winter Hold,Winter Hold,Outer Record 028,Cairn March Shrine 028,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,69,1387.5,203.99,4094,no
191,PROV_CAIRN_MARCH_029,187,1,249,Bog Mire,Bog Mire,Outer Record 029,Cairn March Shrine 029,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,63,1481.72,201.74,2313,no
192,PROV_CAIRN_MARCH_030,129,80,102,Stonewake Fort,Stonewake Fort,Outer Record 030,Cairn March Shrine 030,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1548.9,201.05,2960,no
193,PROV_CAIRN_MARCH_031,71,158,211,Kaern Hill,Kaern Hill,Outer Record 031,Cairn March Shrine 031,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,1614.69,191.36,3221,no
194,PROV_CAIRN_MARCH_032,13,237,64,Orven Wake,Orven Wake,Outer Record 032,Cairn March Shrine 032,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,67,1681.26,208.29,2356,no
195,PROV_CAIRN_MARCH_033,212,59,173,Cairn Fell,Cairn Fell,Outer Record 033,Cairn March Shrine 033,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1747.34,216.18,4706,no
196,PROV_CAIRN_MARCH_034,154,138,26,Red Gate,Red Gate,Outer Record 034,Cairn March Shrine 034,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,67,1864.95,219.22,2401,no
197,PROV_CAIRN_MARCH_035,96,216,135,Chain Bog,Chain Bog,Outer Record 035,Cairn March Shrine 035,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,69,1912.57,216.61,2336,no
198,PROV_CAIRN_MARCH_036,39,38,244,Hearth Cairn,Hearth Cairn,Outer Record 036,Cairn March Shrine 036,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,82,1977.74,201.88,3878,no
199,PROV_CAIRN_MARCH_037,237,117,97,Frost Hearth,Frost Hearth,Outer Record 037,Cairn March Shrine 037,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,68,77.58,250.62,2651,no
200,PROV_CAIRN_MARCH_038,179,195,206,Winter Hold,Winter Hold,Outer Record 038,Cairn March Shrine 038,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,73,119.08,266.78,2106,no
201,PROV_CAIRN_MARCH_039,122,18,59,Bog Mire,Bog Mire,Outer Record 039,Cairn March Shrine 039,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,892.19,284.02,3234,no
202,PROV_CAIRN_MARCH_040,64,96,168,Stonewake Fort,Stonewake Fort,Outer Record 040,Cairn March Shrine 040,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,947.38,260.01,3570,no
203,PROV_CAIRN_MARCH_041,6,175,21,Kaern Hill,Kaern Hill,Outer Record 041,Cairn March Shrine 041,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,83,1014.72,257.76,4392,no
204,PROV_CAIRN_MARCH_042,204,253,130,Orven Wake,Orven Wake,Outer Record 042,Cairn March Shrine 042,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,74,1085.56,284.45,4406,no
205,PROV_CAIRN_MARCH_043,147,75,239,Cairn Fell,Cairn Fell,Outer Record 043,Cairn March Shrine 043,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,1140.93,269.35,3496,no
206,PROV_CAIRN_MARCH_044,89,154,92,Red Gate,Red Gate,Outer Record 044,Cairn March Shrine 044,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,68,1196.05,255.69,3179,no
207,PROV_CAIRN_MARCH_045,31,232,201,Chain Bog,Chain Bog,Outer Record 045,Cairn March Shrine 045,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,76,1254.8,273.59,2319,no
208,PROV_CAIRN_MARCH_046,230,55,54,Hearth Cairn,Hearth Cairn,Outer Record 046,Cairn March Shrine 046,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,1370.3,257.25,4452,no
209,PROV_CAIRN_MARCH_047,172,133,163,Frost Hearth,Frost Hearth,Outer Record 047,Cairn March Shrine 047,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,1436.51,252.52,3387,no
210,PROV_CAIRN_MARCH_048,114,212,16,Winter Hold,Winter Hold,Outer Record 048,Cairn March Shrine 048,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1490.01,279.9,2036,no
211,PROV_CAIRN_MARCH_049,57,34,125,Bog Mire,Bog Mire,Outer Record 049,Cairn March Shrine 049,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,1588.55,282.52,3274,no
212,PROV_CAIRN_MARCH_050,255,112,234,Stonewake Fort,Stonewake Fort,Outer Record 050,Cairn March Shrine 050,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,66,1670.02,282.91,3470,no
213,PROV_CAIRN_MARCH_051,197,191,87,Kaern Hill,Kaern Hill,Outer Record 051,Cairn March Shrine 051,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,67,1797.33,252.66,3342,no
214,PROV_CAIRN_MARCH_052,140,13,196,Orven Wake,Orven Wake,Outer Record 052,Cairn March Shrine 052,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,69,1841.34,252.81,2701,no
215,PROV_CAIRN_MARCH_053,82,92,49,Cairn Fell,Cairn Fell,Outer Record 053,Cairn March Shrine 053,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,1913.54,276.14,4324,no
216,PROV_CAIRN_MARCH_054,24,170,158,Red Gate,Red Gate,Outer Record 054,Cairn March Shrine 054,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,88,1976.69,259.85,5153,no
217,PROV_CAIRN_MARCH_055,222,249,11,Chain Bog,Chain Bog,Outer Record 055,Cairn March Shrine 055,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,71,803.25,329.67,5293,no
218,PROV_CAIRN_MARCH_056,165,71,120,Hearth Cairn,Hearth Cairn,Outer Record 056,Cairn March Shrine 056,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,79,886.49,330.89,3695,no
219,PROV_CAIRN_MARCH_057,107,149,229,Frost Hearth,Frost Hearth,Outer Record 057,Cairn March Shrine 057,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,iron_hills,mountain,iron_hills,IRON,2,0,3,0,81,961.47,320.08,3873,no
220,PROV_CAIRN_MARCH_058,49,228,82,Winter Hold,Winter Hold,Outer Record 058,Cairn March Shrine 058,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,1008.91,330.03,2794,no
221,PROV_CAIRN_MARCH_059,248,50,191,Bog Mire,Bog Mire,Outer Record 059,Cairn March Shrine 059,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,1058.82,333.12,4031,no
222,PROV_CAIRN_MARCH_060,190,129,44,Stonewake Fort,Stonewake Fort,Outer Record 060,Cairn March Shrine 060,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,67,1240.9,348.28,6804,no
223,PROV_CAIRN_MARCH_061,132,207,153,Kaern Hill,Kaern Hill,Outer Record 061,Cairn March Shrine 061,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,71,1315.45,330.11,6016,no
224,PROV_CAIRN_MARCH_062,75,30,6,Orven Wake,Orven Wake,Outer Record 062,Cairn March Shrine 062,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,75,1374.44,323.11,4342,no
225,PROV_CAIRN_MARCH_063,17,108,115,Cairn Fell,Cairn Fell,Outer Record 063,Cairn March Shrine 063,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,84,1432.34,316.67,3436,no
226,PROV_CAIRN_MARCH_064,215,186,224,Red Gate,Red Gate,Outer Record 064,Cairn March Shrine 064,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,68,1493.12,319.61,3172,no
227,PROV_CAIRN_MARCH_065,158,9,77,Chain Bog,Chain Bog,Outer Record 065,Cairn March Shrine 065,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,1557.11,332.9,3733,no
228,PROV_CAIRN_MARCH_066,100,87,186,Hearth Cairn,Hearth Cairn,Outer Record 066,Cairn March Shrine 066,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1625.77,324.51,3049,no
229,PROV_CAIRN_MARCH_067,42,166,39,Frost Hearth,Frost Hearth,Outer Record 067,Cairn March Shrine 067,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,69,1684.2,339.54,3692,no
230,PROV_CAIRN_MARCH_068,240,244,148,Winter Hold,Winter Hold,Outer Record 068,Cairn March Shrine 068,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,71,1742.36,344.1,5792,no
231,PROV_CAIRN_MARCH_069,183,67,1,Bog Mire,Bog Mire,Outer Record 069,Cairn March Shrine 069,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,1782.23,308.59,4489,no
232,PROV_CAIRN_MARCH_070,125,145,110,Stonewake Fort,Stonewake Fort,Outer Record 070,Cairn March Shrine 070,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,1848.31,313.38,4000,no
233,PROV_CAIRN_MARCH_071,67,223,219,Kaern Hill,Kaern Hill,Outer Record 071,Cairn March Shrine 071,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,75,1914.12,331.7,3653,no
234,PROV_CAIRN_MARCH_072,10,46,72,Orven Wake,Orven Wake,Outer Record 072,Cairn March Shrine 072,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,75,530.97,389.76,662,no
235,PROV_CAIRN_MARCH_073,208,124,181,Cairn Fell,Cairn Fell,Outer Record 073,Cairn March Shrine 073,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,771.61,393.54,7534,no
236,PROV_CAIRN_MARCH_074,150,203,34,Red Gate,Red Gate,Outer Record 074,Cairn March Shrine 074,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,76,846.4,374.95,3109,no
237,PROV_CAIRN_MARCH_075,93,25,143,Chain Bog,Chain Bog,Outer Record 075,Cairn March Shrine 075,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,68,887.22,394.06,2684,no
238,PROV_CAIRN_MARCH_076,35,103,252,Hearth Cairn,Hearth Cairn,Outer Record 076,Cairn March Shrine 076,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,74,946.67,381.21,4253,no
239,PROV_CAIRN_MARCH_077,233,182,105,Frost Hearth,Frost Hearth,Outer Record 077,Cairn March Shrine 077,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,74,1011.46,391.11,3581,no
240,PROV_CAIRN_MARCH_078,176,4,214,Winter Hold,Winter Hold,Outer Record 078,Cairn March Shrine 078,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1087.37,386.67,3864,no
241,PROV_CAIRN_MARCH_079,118,83,67,Bog Mire,Bog Mire,Outer Record 079,Cairn March Shrine 079,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1381.58,404.35,2631,no
242,PROV_CAIRN_MARCH_080,60,161,176,Stonewake Fort,Stonewake Fort,Outer Record 080,Cairn March Shrine 080,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,1444.34,389.62,4178,no
243,PROV_CAIRN_MARCH_081,2,240,29,Kaern Hill,Kaern Hill,Outer Record 081,Cairn March Shrine 081,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,77,1531.85,383.74,4375,no
244,PROV_CAIRN_MARCH_082,201,62,138,Orven Wake,Orven Wake,Outer Record 082,Cairn March Shrine 082,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,1609.95,389.68,3917,no
245,PROV_CAIRN_MARCH_083,143,140,247,Cairn Fell,Cairn Fell,Outer Record 083,Cairn March Shrine 083,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,1679.11,399.53,4282,no
246,PROV_CAIRN_MARCH_084,85,219,100,Red Gate,Red Gate,Outer Record 084,Cairn March Shrine 084,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,75,1806.25,386.37,3868,no
247,PROV_CAIRN_MARCH_085,28,41,209,Chain Bog,Chain Bog,Outer Record 085,Cairn March Shrine 085,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,76,1863.59,370.89,3049,no
248,PROV_CAIRN_MARCH_086,226,120,62,Hearth Cairn,Hearth Cairn,Outer Record 086,Cairn March Shrine 086,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,1923.36,379.55,2952,no
249,PROV_CAIRN_MARCH_087,168,198,171,Frost Hearth,Frost Hearth,Outer Record 087,Cairn March Shrine 087,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,405.53,442.4,4652,no
250,PROV_CAIRN_MARCH_088,111,21,24,Winter Hold,Winter Hold,Outer Record 088,Cairn March Shrine 088,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,68,1445.69,451.15,3388,no
251,PROV_CAIRN_MARCH_089,53,99,133,Bog Mire,Bog Mire,Outer Record 089,Cairn March Shrine 089,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,69,1494.05,456.89,4312,no
252,PROV_CAIRN_MARCH_090,251,177,242,Stonewake Fort,Stonewake Fort,Outer Record 090,Cairn March Shrine 090,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,78,1556.73,441.15,4894,no
253,PROV_CAIRN_MARCH_091,194,0,95,Kaern Hill,Kaern Hill,Outer Record 091,Cairn March Shrine 091,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,67,1613.33,456.95,2479,no
254,PROV_CAIRN_MARCH_092,136,78,204,Orven Wake,Orven Wake,Outer Record 092,Cairn March Shrine 092,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,74,1778.3,433.9,4426,no
255,PROV_CAIRN_MARCH_093,78,157,57,Cairn Fell,Cairn Fell,Outer Record 093,Cairn March Shrine 093,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,78,1847.09,440.0,3669,no
256,PROV_CAIRN_MARCH_094,20,235,166,Red Gate,Red Gate,Outer Record 094,Cairn March Shrine 094,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,77,1919.64,433.48,5383,no
257,PROV_CAIRN_MARCH_095,219,58,19,Chain Bog,Chain Bog,Outer Record 095,Cairn March Shrine 095,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,66,342.64,525.9,1282,no
258,PROV_CAIRN_MARCH_096,161,136,128,Hearth Cairn,Hearth Cairn,Outer Record 096,Cairn March Shrine 096,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,430.41,512.66,2284,no
259,PROV_CAIRN_MARCH_097,103,214,237,Frost Hearth,Frost Hearth,Outer Record 097,Cairn March Shrine 097,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,483.05,484.72,4159,no
260,PROV_CAIRN_MARCH_098,46,37,90,Winter Hold,Winter Hold,Outer Record 098,Cairn March Shrine 098,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,64,551.52,533.68,2584,no
261,PROV_CAIRN_MARCH_099,244,115,199,Bog Mire,Bog Mire,Outer Record 099,Cairn March Shrine 099,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,83,1486.84,533.38,5436,no
262,PROV_CAIRN_MARCH_100,186,194,52,Stonewake Fort,Stonewake Fort,Outer Record 100,Cairn March Shrine 100,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,1556.52,512.02,4612,no
263,PROV_CAIRN_MARCH_101,129,16,161,Kaern Hill,Kaern Hill,Outer Record 101,Cairn March Shrine 101,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,73,1626.04,507.26,3740,no
264,PROV_CAIRN_MARCH_102,71,95,14,Orven Wake,Orven Wake,Outer Record 102,Cairn March Shrine 102,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,73,1720.38,477.55,5564,no
265,PROV_CAIRN_MARCH_103,13,173,123,Cairn Fell,Cairn Fell,Outer Record 103,Cairn March Shrine 103,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,77,1791.06,491.2,3440,no
266,PROV_CAIRN_MARCH_104,211,251,232,Red Gate,Red Gate,Outer Record 104,Cairn March Shrine 104,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,77,1843.04,511.4,3383,no
267,PROV_CAIRN_MARCH_105,154,74,85,Chain Bog,Chain Bog,Outer Record 105,Cairn March Shrine 105,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,74,1913.31,493.24,5838,no
268,PROV_CAIRN_MARCH_106,96,152,194,Hearth Cairn,Hearth Cairn,Outer Record 106,Cairn March Shrine 106,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,66,289.87,561.38,4038,no
269,PROV_CAIRN_MARCH_107,38,231,47,Frost Hearth,Frost Hearth,Outer Record 107,Cairn March Shrine 107,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,65,351.75,554.25,1798,no
270,PROV_CAIRN_MARCH_108,237,53,156,Winter Hold,Winter Hold,Outer Record 108,Cairn March Shrine 108,Winter Hold Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,75,433.76,588.66,2897,no
271,PROV_CAIRN_MARCH_109,179,132,9,Bog Mire,Bog Mire,Outer Record 109,Cairn March Shrine 109,Bog Mire Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,67,473.15,554.14,2896,no
272,PROV_CAIRN_MARCH_110,121,210,118,Stonewake Fort,Stonewake Fort,Outer Record 110,Cairn March Shrine 110,Stonewake Fort Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,66,517.89,572.11,4089,no
273,PROV_CAIRN_MARCH_111,64,32,227,Kaern Hill,Kaern Hill,Outer Record 111,Cairn March Shrine 111,Kaern Hill Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,70,749.08,588.01,2927,no
274,PROV_CAIRN_MARCH_112,6,111,80,Orven Wake,Orven Wake,Outer Record 112,Cairn March Shrine 112,Orven Wake Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,838.35,573.41,5078,no
275,PROV_CAIRN_MARCH_113,204,189,189,Cairn Fell,Cairn Fell,Outer Record 113,Cairn March Shrine 113,Cairn Fell Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,77,901.34,572.7,3066,no
276,PROV_CAIRN_MARCH_114,147,12,42,Red Gate,Red Gate,Outer Record 114,Cairn March Shrine 114,Red Gate Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,77,946.92,567.36,3364,no
277,PROV_CAIRN_MARCH_115,89,90,151,Chain Bog,Chain Bog,Outer Record 115,Cairn March Shrine 115,Chain Bog Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,71,1001.2,561.57,4245,no
278,PROV_CAIRN_MARCH_116,31,169,4,Hearth Cairn,Hearth Cairn,Outer Record 116,Cairn March Shrine 116,Hearth Cairn Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,0,72,1068.33,571.19,2456,no
279,PROV_CAIRN_MARCH_117,229,247,113,Frost Hearth,Frost Hearth,Outer Record 117,Cairn March Shrine 117,Frost Hearth Insult-Name,REG_CAIRN_MARCH,FAC_KAERN_RED_BOG,bog_forest,marsh,bog_forest,IRON,2,0,3,1,85,1136.86,573.67,4018,no
